main_id,ra,dec,otype
[AFR2020] NGC5907 GC303,229.0386,56.44733999999999,GlC
[AFR2020] NGC5907 GC304,228.74671999999998,56.446915,GlC
[AFR2020] NGC5907 GC305,229.26225,56.446285,GlC
[AFR2020] NGC5907 GC306,228.76371999999998,56.445984,GlC
[AFR2020] NGC5907 GC307,229.18444999999997,56.434757,GlC
[AFR2020] NGC5907 GC308,228.93117,56.441208,GlC
[AFR2020] NGC5907 GC309,228.7166,56.43616,GlC
[AFR2020] NGC5907 GC310,229.13962,56.430435,GlC
[AFR2020] NGC5907 GC311,228.94305,56.429565,GlC
[AFR2020] NGC5907 GC312,228.91205999999997,56.425625,GlC
[AFR2020] NGC5907 GC313,228.67780999999997,56.425231999999994,GlC
KAZF 5907-8,228.96463,56.32431400000001,GlC
[JPB2015] 054.1346384-34.9618652,54.1346384,-34.9618652,GlC
[FLH2020] J054.1076134-34.9641047,54.1076134,-34.9641047,GlC
[FLH2020] J054.1136707-34.9689940,54.1136707,-34.968994,GlC
[FLH2020] J054.1142731-34.9668804,54.1142731,-34.9668804,GlC
Gaia DR3 6088802550875162752,201.66037215664664,-42.76270340360195,GlC
[UFS2013] acs 2331,185.054112,29.282124,GlC
[PFR2013] NGC3377 GC118,161.91975,13.985583,GlC
[JCW2004] NGC  7768  69,357.7654166666667,27.14527777777778,GlC
[MKZ2003] OID  288,187.4329166666666,8.043888888888889,GlC
[ABT94] NGC 4458 13,,,GlC
[JPB2009] 190.9158507+11.5444506,190.9158507,11.5444506,GlC
[JPB2009] 190.4949654+11.6442317,190.4949654,11.6442317,GlC
[JPB2009] 186.7175735+9.5544985,186.7175735,9.5544985,GlC
[JPB2009] 187.4437830+13.4472849,187.443783,13.4472849,GlC
[R2001b] f1.GC-6,201.66983333333334,-42.83838888888889,GlC
[HS80] R13,,,GlC
[RBD2012] 4138,50.60891666666666,-37.29133333333333,GlC
[RBD2012] 4308,50.84620833333334,-37.17388888888889,GlC
[RHK2014] n1316 gc02965,50.514125,-37.24277777777778,GlC
[RHK2014] n1316 gc08860,50.77791666666666,-37.24277777777778,GlC
[SRD2006] 2.2 38,190.57262936817997,2.60976924829,GlC
[RHK2014] n1316 gc04772,50.800916666666666,-37.08444444444444,GlC
[SFH81]  508,,,GlC
[JPB2009] 187.7159564+12.3887749,187.7159564,12.3887749,GlC
[ABT94] NGC 4374  1,,,GlC
[ABT94] NGC 3379 20,,,GlC
[ABT94] NGC 4458 19,,,GlC
[JPB2009] 187.6967000+12.3835608,187.6967,12.3835608,GlC
NAME ESO 121-SC 03,,,GlC
[ABT94] NGC 3379 15,,,GlC
[ABT94] NGC 4374 20,,,GlC
[JPB2015] 052.0896395-31.0685937,52.0896395,-31.0685937,GlC
[FLH2020] J054.6114193-35.4457402,54.6114193,-35.4457402,GlC
[JCW2004] NGC  7768  72,357.75458333333336,27.162777777777777,GlC
[TIC99] 10,10.8905,41.23619444444445,GlC
[ABT94] NGC 4406 41,,,GlC
[SGT2004] J122940.99+075744.2,187.42083333333332,7.962416666666667,GlC
[MKZ2003] OID   81,187.42362499999996,7.952055555555556,GlC
[MKZ2003] OID  232,187.43045833333332,8.039638888888888,GlC
[MKZ2003] OID  181,187.42795833333332,7.9638888888888895,GlC
[MKZ2003] OID  409,187.43754166666665,8.036944444444444,GlC
[MKZ2003] OID  382,187.4365,8.059472222222222,GlC
[MKZ2003] OID  375,187.43625,7.9469722222222225,GlC
[MKZ2003] OID  355,187.43541666666667,8.00836111111111,GlC
[MKZ2003] OID  557,187.44245833333332,7.970138888888888,GlC
[MKZ2003] OID  436,187.4383333333333,7.947611111111112,GlC
[MKZ2003] OID  740,187.44862499999996,7.953277777777777,GlC
[MKZ2003] OID  951,187.45804166666665,8.056805555555556,GlC
[MKZ2003] OID  862,187.4545,8.062694444444444,GlC
[MKZ2003] OID 1077,187.470375,7.9921388888888885,GlC
[LHL2013] 356,148.92325,69.65025,GlC
KAZF 4565-26,189.09291666666664,25.974999999999998,GlC
[JPB2009] 187.6591448+12.5069969,187.6591448,12.5069969,GlC
[ABT94] NGC 4458 29,,,GlC
[JPB2009] 186.1004610+7.2958977,186.100461,7.2958977,GlC
[GSB2003] 3628-20,170.07700000000003,13.601999999999999,GlC
[GSB2003] 3628-32,170.08,13.593,GlC
[GSB2003] 3628-35,170.08500000000004,13.593,GlC
[GSB2003] 3628-36,170.06900000000002,13.595,GlC
[GSB2003] 3628-46,170.071,13.592,GlC
[GSB2003] 4517-42,188.185,0.10300000000000001,GlC
[GSB2003] 5176-22,333.736,-66.85499999999999,GlC
[GSB2003] 5176-44,333.757,-66.846,GlC
[MAG95]   4,,,GlC
[PFR2013] NGC5846 GC74,226.60257000000001,1.5023900000000001,GlC
[UFS2013] sub 33784,185.122212,29.291881,GlC
[RSS2009] 157582,54.985521,-18.512189,GlC
[JPB2015] 052.6427573-34.8412925,52.6427573,-34.8412925,GlC
[JPB2009] 184.9429636+12.7957381,184.9429636,12.7957381,GlC
[SRH2010] 82  14,54.503875,-35.44025,GlC
