WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,frame_hash
00055+3406,HO  490,AC,1892,2015,168,163,20.8,25.3,8.2,13.4,,N,,00 05 29.06,+34 06 20.4,00 05 29.06,+34 06 20.4,-8808490941299898104
00055+2926,SKF1815,,2003,2015,48,53,1.7,1.9,16.8,18.2,,,,00 05 35.82,+29 25 30.8,00 05 35.82,+29 25 30.8,-7185815869768159005
00055+2736,J   865,AB,1912,2021,74,78,1.1,1.5,10.74,11.38,+26 4745,,,00 05 35.57,+27 36 13.8,00 05 35.57,+27 36 13.8,3033818547114978456
00055+2736,J   865,AC,1894,2015,8,9,25.9,25.4,10.74,11.59,,,,00 05 35.57,+27 36 13.8,00 05 35.57,+27 36 13.8,-3569526570132740323
00055+2213,KPP3127,AB,2009,2016,111,117,3.5,3.6,9.62,13.52,,TW,,00 05 28.85,+22 13 28.2,00 05 28.85,+22 13 28.2,-6115851903161634300
00055+0041,SKF1066,,2001,2016,314,315,2.6,2.6,18.5,19.9,,,,00 05 27.03,+00 40 52.9,00 05 27.03,+00 40 52.9,-7158423243092286875
00055-1325,LDS5259,,1954,2015,87,87,169.4,167.0,17.13,17.91,,U,,00 05 33.97,-13 24 59.7,00 05 33.97,-13 24 59.7,7874391364979194513
00055-1835,RST3340,,1935,2022,123,271,0.3,0.4,10.4,10.4,-19 6564,,,00 05 27.82,-18 35 28.0,00 05 27.82,-18 35 28.0,7086491237697422591
00056+7617,HJ 3237,,1831,2015,316,313,18.0,30.7,8.93,11.84,+75  907,,,00 05 33.85,+76 17 08.9,00 05 33.85,+76 17 08.9,5984616899277749412
00056+5753,TDS1288,,1991,1991,16,16,1.7,1.7,11.71,12.02,,X,,00 05 37.94,+57 52 38.2,00 05 37.94,+57 52 38.2,-3781052811110993449
00056+5516,A  1251,,1906,2015,334,334,4.4,4.6,9.45,14.6,+54 3108,,,00 05 35.89,+55 16 10.7,00 05 35.89,+55 16 10.7,-4821431396664536513
00056+4236,ES 1480,,1916,2020,91,89,6.3,5.7,9.96,13.3,+41 4935,,,00 05 33.90,+42 36 14.2,00 05 33.90,+42 36 14.2,8513045128489153433
00056+0719,LDS3120,,1955,2015,13,14,237.3,235.1,13.8,18.9,,U,,00 05 41.47,+07 19 53.5,00 05 41.47,+07 19 53.5,372286026051242210
00056-0141,LDS3012,,1951,2016,336,337,19.0,19.0,15.93,17.16,,NV,,00 05 36.87,-01 39 56.3,00 05 36.87,-01 39 56.3,-3743817327939505432
00056-1929,TOI 378,"Aa,Ab",2019,2019,330,182,0.2,0.1,14.3,14.4,,,,00 05 35.83,-19 29 20.2,00 05 35.83,-19 29 20.2,4115852286685797135
00056-1929,TOI 378,AB,2019,2019,312,312,3.3,3.3,,,,,,00 05 35.83,-19 29 20.2,00 05 35.83,-19 29 20.2,-1911185401519570621
00056-2532,LDS 833,,1933,2016,326,324,6.0,6.7,12.4,14.2,,,,00 05 30.20,-25 31 06.4,00 05 30.20,-25 31 06.4,-119670128455820582
00056-4734,UC  317,,1998,2015,178,177,10.2,10.6,9.8,15.9,,V,,00 05 35.21,-47 34 09.7,00 05 35.21,-47 34 09.7,1175443713601581044
00057+4549,STT 547,AB,1876,2024,114,192,4.5,6.0,8.98,9.15,+45 4408,NOWZ,,00 05 41.03,+45 48 43.3,00 05 41.03,+45 48 43.3,-257586735885406170
00057+4549,STT 547,AC,1911,2020,218,263,38.2,120.7,8.98,13.71,,NLW,,00 05 41.03,+45 48 43.3,00 05 41.03,+45 48 43.3,-7063346337282105164
00057+4549,STT 547,AD,1911,2020,175,232,85.9,113.3,8.98,12.51,,NLWU,,00 05 41.03,+45 48 43.3,00 05 41.03,+45 48 43.3,-321600996965291349
00057+4549,STT 547,AE,1911,2020,61,340,86.2,60.6,8.98,11.75,,NLWU,,00 05 41.03,+45 48 43.3,00 05 41.03,+45 48 43.3,-3529683661442654984
00057+4549,STT 547,AF,1897,2018,254,254,327.6,330.0,8.98,10.19,+44 4548,NOWV,,00 05 41.03,+45 48 43.3,00 05 41.03,+45 48 43.3,-8597353405663915711
00057+4549,POP 217,AP,1994,2020,46,311,12.8,18.9,8.98,13.4,+45 4408,NLW,,00 05 41.03,+45 48 43.3,00 05 41.03,+45 48 43.3,5157549971783667345
00057+4549,POP 217,AQ,1998,2016,121,147,26.6,13.8,8.98,16.0,,NUW,,00 05 41.03,+45 48 43.3,00 05 41.03,+45 48 43.3,-7437871941402216356
00057+4549,POP 217,AX,2004,2016,214,246,10.4,17.8,8.98,,,NUW,,00 05 41.03,+45 48 43.3,00 05 41.03,+45 48 43.3,6189723059071134757
00057+4549,POP 217,AY,1998,2018,80,78,205.8,188.8,8.98,14.8,,NUW,,00 05 41.03,+45 48 43.3,00 05 41.03,+45 48 43.3,7925884247924356056
00057+4549,STT 547,BC,1998,2016,264,266,100.9,115.7,9.15,13.71,,N,,00 05 41.00,+45 48 37.4,00 05 41.00,+45 48 37.4,7949259438800625477
00057+4549,STT 547,BD,1921,2016,183,233,80.9,106.4,9.15,12.51,,N,,00 05 41.00,+45 48 37.4,00 05 41.00,+45 48 37.4,2604617624536129557
00057+4549,STT 547,BE,1991,2016,5,346,59.0,64.4,9.15,11.75,,N,,00 05 41.00,+45 48 37.4,00 05 41.00,+45 48 37.4,-2963131329660974737
00057+4549,STT 547,BF,1961,2018,255,251,327.5,324.2,9.15,10.19,,N,,00 05 41.00,+45 48 37.4,00 05 41.00,+45 48 37.4,6872806373689025160
00057+4549,STT 547,BP,1989,2016,54,331,18.8,20.3,9.15,13.1,,N,,00 05 41.00,+45 48 37.4,00 05 41.00,+45 48 37.4,-1736080554843036641
00057+4549,PAL   2,"Ca,Cb",1998,2020,91,91,6.2,6.1,13.71,14.9,,N,,00 05 31.32,+45 48 26.2,00 05 31.32,+45 48 26.2,-8033548232381205587
00057+4549,POP 217,YG,1998,2020,188,189,9.7,9.7,14.8,15.8,,N,,00 06 00.29,+45 49 20.1,00 06 00.29,+45 49 20.1,545049378299404700
00057+4239,A   110,,1900,2020,123,124,1.9,2.0,9.84,9.86,+41 4936,,,00 05 43.95,+42 39 13.3,00 05 43.95,+42 39 13.3,-2376349446931136953
00057+2431,POU   1,,1898,2015,42,45,5.2,5.1,13.4,14.0,,,,00 05 40.78,+24 31 43.0,00 05 40.78,+24 31 43.0,-3734212996550974023
00057+1802,GMC  14,,1954,2016,138,138,3.5,4.1,16.0,19.4,,V,,00 05 40.85,+18 02 02.2,00 05 40.85,+18 02 02.2,-4153603288659649913
00057+1750,STF3061,,1827,2021,140,149,5.0,7.9,8.4,8.51,+17 5032,,,00 05 44.45,+17 50 25.0,00 05 44.45,+17 50 25.0,-7651661997380916162
00057+0626,BFR   1,,2000,2016,43,43,6.1,6.1,17.08,22.38,,N  R,,00 05 41.43,+06 26 25.6,00 05 41.43,+06 26 25.6,6680668456062959078
00058+6019,STI   3,,1910,2016,65,75,9.8,8.2,14.0,14.4,,U,,00 05 44.18,+60 20 21.5,00 05 44.18,+60 20 21.5,-6398560552423698564
00058+5725,STI1268,,1911,2015,258,263,11.5,12.2,12.09,13.6,,,,00 05 46.85,+57 25 21.5,00 05 46.85,+57 25 21.5,-9065502560891374280
00058+5653,STI1267,,1911,2015,301,301,11.9,11.6,10.8,12.7,,,,00 05 47.27,+56 53 12.4,00 05 47.27,+56 53 12.4,-5505304860586916242
00058+5456,STI1266,,1917,2015,186,185,12.0,14.7,12.2,13.2,,,,00 05 42.12,+54 56 32.5,00 05 42.12,+54 56 32.5,-2311867290252428421
00058+2917,SKF1816,,2003,2015,34,35,1.7,1.6,16.6,18.8,,,,00 05 45.39,+29 17 15.8,00 05 45.39,+29 17 15.8,-6999168132341459436
00058+2855,HEI 831,,1982,2016,130,136,1.5,1.9,12.49,14.0,,,,00 05 50.07,+28 55 19.4,00 05 50.07,+28 55 19.4,-3487760196646193448
00058-0734,SLW   4,,1994,2015,271,271,157.3,157.6,17.4,18.8,,V R,,00 05 46.24,-07 34 11.8,00 05 46.24,-07 34 11.8,-3887408969330283046
00058-6833,HDS   4,,1991,2023,261,209,0.3,0.2,10.27,12.39,-69 3348,,,00 05 51.02,-68 33 04.6,00 05 51.02,-68 33 04.6,-2336761983413323650
00059+7844,HDS   5,,1991,2016,329,196,1.1,3.5,9.53,13.01,+77  936,,,00 05 51.28,+78 44 18.6,00 05 51.28,+78 44 18.6,9028531404750157920
00059+7335,BU  863,,1881,2016,124,125,1.6,1.9,10.42,11.37,+72 1139,,,00 05 58.17,+73 34 05.5,00 05 58.17,+73 34 05.5,3625127109176602711
00059+5705,STI1269,,1911,2015,23,39,7.2,7.1,13.3,13.3,,,,00 05 53.13,+57 05 02.3,00 05 53.13,+57 05 02.3,1228704480368593996
00059+2754,SKF1067,,2003,2015,20,19,1.2,1.3,17.0,17.2,,,,00 05 52.53,+27 54 24.5,00 05 52.53,+27 54 24.5,5939522134326575865
00059+2720,SLW   5,,1950,2015,236,236,163.3,163.6,18.9,19.8,,V R,,00 05 51.54,+27 19 33.0,00 05 51.54,+27 19 33.0,8192049712729811211
00059+1805,STF3060,AB,1830,2020,111,136,3.9,3.4,9.32,9.65,+17 5036,NO V,,00 05 55.56,+18 04 34.4,00 05 55.56,+18 04 34.4,-5999599051249280970
00059+1805,STF3060,AC,1912,2020,262,273,80.6,65.1,9.32,12.15,,NL U,,00 05 55.56,+18 04 34.4,00 05 55.56,+18 04 34.4,7181284354190693297
00059+1805,LEP   1,AD,1896,2015,359,359,574.0,572.9,9.32,7.47,+17 5035,NV,,00 05 55.56,+18 04 34.4,00 05 55.56,+18 04 34.4,-2488751425716864654
00059+1805,LEP   1,AE,1999,2000,267,267,999.9,999.9,9.32,16.58,,N,,00 05 55.56,+18 04 34.4,00 05 55.56,+18 04 34.4,-3104714838284398782
00059-0827,LDS5260,,1960,2015,158,158,79.0,78.4,11.46,17.8,,,,00 06 00.96,-08 26 57.0,00 06 00.96,-08 26 57.0,-809487865181265927
00059-1426,HJ 3238,,1830,2016,246,239,25.0,33.8,9.65,11.75,-15 6542,,,00 05 54.85,-14 25 57.8,00 05 54.85,-14 25 57.8,-8861707602973417236
00059-3005,KPP 701,,1998,2016,187,186,6.2,6.2,10.7,13.1,,V,,00 05 54.71,-30 04 38.8,00 05 54.71,-30 04 38.8,6377128299573223657
00059-3020,RST5180,AB,1944,2008,280,340,0.3,0.3,10.0,10.2,-3119595,,,00 05 57.01,-30 19 41.9,00 05 57.01,-30 19 41.9,7798861006121454636
00059-3020,SEE   1,"AB,C",1896,2016,320,329,4.5,5.5,9.3,10.8,,,,00 05 57.01,-30 19 41.9,00 05 57.01,-30 19 41.9,2765390488597963028
00059-3522,JSP   1,,1928,2016,347,344,2.1,2.1,11.3,11.4,-3616167,,,00 05 54.15,-35 21 20.2,00 05 54.15,-35 21 20.2,-4637951379359123876
00059-6104,CBL 558,,1998,2016,25,25,20.0,19.9,14.7,16.1,,V,,00 05 55.38,-61 04 13.4,00 05 55.38,-61 04 13.4,-2302119473447146320
00060+6052,KR   67,,1890,2020,159,160,2.7,3.1,9.57,10.23,+60 2668,,,00 06 01.43,+60 52 01.2,00 06 01.43,+60 52 01.2,-3871022407424285437
00060+5854,STI1270,,1910,2016,93,95,6.0,6.0,11.61,12.9,,,,00 05 58.15,+58 54 40.2,00 05 58.15,+58 54 40.2,6454460355585015313
00060+4937,HU  502,,1902,2021,113,104,2.4,2.6,7.66,10.61,+48 4244,,,00 05 57.04,+49 37 20.4,00 05 57.04,+49 37 20.4,-7216667209226441234
00060+2736,RAO 177,,2016,2016,214,215,1.5,1.5,14.6,14.9,,R,,00 06 02.48,+27 36 08.0,00 06 02.48,+27 36 08.0,172405278890473318
00060+1315,J   143,,1910,2020,86,86,1.5,2.5,11.34,11.57,+12 5065,,,00 06 05.68,+13 13 19.3,00 06 05.68,+13 13 19.3,-1500116345959927775
00060+1249,LDS1071,,1962,2015,222,225,11.0,12.4,10.31,15.6,,,,00 06 00.79,+12 49 10.8,00 06 00.79,+12 49 10.8,-4561382470753907308
00060-2039,HJ 3236,,1830,2016,218,219,18.0,24.1,10.58,11.12,-21 6532,Z,,00 05 57.45,-20 38 54.8,00 05 57.45,-20 38 54.8,-4004665952234539485
00061+6341,TRN   7,AB,2001,2001,176,176,3.2,3.2,7.38,17.0,+62 2363,,,00 06 03.38,+63 40 47.7,00 06 03.38,+63 40 47.7,-4476161121436276701
00061+6341,MZA   2,AC,2000,2015,228,228,13.2,13.2,7.38,14.1,,,,00 06 03.38,+63 40 47.7,00 06 03.38,+63 40 47.7,8510994947344736878
00061+5457,TDS1289,,1991,2016,133,127,1.2,1.0,11.47,11.9,,,,00 06 05.58,+54 56 33.6,00 06 05.58,+54 56 33.6,7957709294060099728
00061+4025,HDS   6,,1991,2014,46,53,0.5,0.4,6.87,10.06,+39 5219,,,00 06 04.26,+40 25 06.7,00 06 04.26,+40 25 06.7,4237872524814488088
00061+2649,GRV   4,,1998,2016,19,19,7.2,7.3,10.7,11.8,,V,,00 06 06.94,+26 49 45.0,00 06 06.94,+26 49 45.0,1290196697075211795
00061+0943,HDS   7,,1991,2023,285,209,0.1,0.3,8.47,8.88,+08 5172,O,,00 06 08.02,+09 42 53.9,00 06 08.02,+09 42 53.9,-6604566067213311536
00061+0915,KPP2527,,1955,2016,140,140,22.7,22.8,14.7,15.03,,V,,00 06 08.38,+09 15 02.3,00 06 08.38,+09 15 02.3,3124811008104951402
00061-0318,UC  318,"Aa,Ab",2006,2016,202,204,1.6,1.6,16.6,16.6,,,,00 06 08.65,-03 18 01.2,00 06 08.65,-03 18 01.2,2430202524562186997
00061-0318,UC  318,AB,1954,2015,314,313,51.5,51.3,15.4,16.3,,T,,00 06 08.65,-03 18 01.2,00 06 08.65,-03 18 01.2,7584167195100554061
00062+8753,HDS   8,,1991,2021,313,309,0.6,0.4,9.17,12.12,+87  220,,,00 06 11.39,+87 53 21.8,00 06 11.39,+87 53 21.8,3023269284343741468
00062+2346,HU  401,,1901,2021,35,33,0.7,0.9,10.57,10.8,+22 4952,,,00 06 09.44,+23 46 25.1,00 06 09.44,+23 46 25.1,-1689247030100546786
00062+2318,LDS3121,,1960,2015,200,203,64.0,64.8,13.3,16.45,,,,00 06 18.91,+23 18 23.2,00 06 18.91,+23 18 23.2,5308894059135524970
00062+1900,DAM 275,,1991,2015,323,322,9.4,9.4,12.6,13.8,,,,00 06 14.47,+19 00 20.7,00 06 14.47,+19 00 20.7,8809389187504347470
00062+1547,WAA  60,,2000,2016,257,254,1.1,1.2,18.0,18.6,,,,00 06 12.47,+15 46 49.8,00 06 12.47,+15 46 49.8,1357657500088300156
00062-0153,HDS   9,,1991,2023,324,9,0.5,0.1,8.88,11.67,-02 6098,,,00 06 13.16,-01 53 13.4,00 06 13.16,-01 53 13.4,5082430681649997374
00062-2909,LDS2086,,1954,2015,281,281,34.0,34.4,7.89,18.0,-2918964,,,00 06 09.06,-29 09 05.0,00 06 09.06,-29 09 05.0,-3785158254300267940
00063+7109,TDS1290,,1991,1991,337,337,0.7,0.7,11.04,11.41,,X,,00 06 20.79,+71 09 15.6,00 06 20.79,+71 09 15.6,6937256557643241422
00063+6851,CBL 559,,1999,2015,210,210,19.5,19.4,12.7,14.3,,V,,00 06 19.13,+68 51 07.8,00 06 19.13,+68 51 07.8,1405446564324017185
00063+5826,STF3062,,1823,2021,37,8,1.3,1.5,6.42,7.32,+57 2865,NO,,00 06 15.81,+58 26 12.5,00 06 15.81,+58 26 12.5,-4479996227028169879
00063+3918,ALI 714,,1928,2015,228,225,9.6,9.4,11.92,12.3,,,,00 06 14.57,+39 18 30.6,00 06 14.57,+39 18 30.6,-4585750332955876805
00063+2803,SKF1598,,2003,2016,127,123,1.0,1.0,17.2,17.2,,,,00 06 16.15,+28 03 00.8,00 06 16.15,+28 03 00.8,1925387851202994522
00063+2500,UC  319,,1950,2015,134,134,55.7,55.8,11.65,12.88,,V,,00 06 20.35,+25 00 12.3,00 06 20.35,+25 00 12.3,6565005560361551942
00063+2002,J  1320,AB,1918,2020,322,329,3.2,4.4,11.04,13.0,+19 5207,,,00 06 14.37,+20 02 58.8,00 06 14.37,+20 02 58.8,1273256797859384254
00063+2002,DAM1267,AC,1995,2015,99,99,26.0,26.0,11.04,14.8,,,,00 06 14.37,+20 02 58.8,00 06 14.37,+20 02 58.8,-8054701300747177370
00063+1847,TDS1291,,1991,2020,77,82,3.0,2.9,12.29,13.16,,,,00 06 20.77,+18 46 53.5,00 06 20.77,+18 46 53.5,-302694346328464631
00063-3020,TOI 348,,2019,2019,41,41,1.4,1.4,12.7,17.5,,,,00 06 20.07,-30 20 10.6,00 06 20.07,-30 20 10.6,-2058233264181226067
00063-4905,HDO 180,,1894,2016,175,186,4.0,3.9,5.7,11.5,-4914337,NT,,00 06 19.18,-49 04 30.7,00 06 19.18,-49 04 30.7,5986668941705853955
00063-6414,I   433,,1892,2020,130,135,5.4,5.7,8.03,10.17,-64 4404,Z,,00 06 16.84,-64 14 25.7,00 06 16.84,-64 14 25.7,5779013014425099854
00064+5900,SMA   2,,1898,2015,265,260,13.2,13.8,11.12,12.13,,,,00 06 26.74,+59 00 02.5,00 06 26.74,+59 00 02.5,-5911337389146976898
00064+5717,STI1271,,1917,2015,76,74,12.1,13.1,12.4,12.8,,,,00 06 20.28,+57 17 22.9,00 06 20.28,+57 17 22.9,7719233770535196930
00064+5714,STI1272,,1908,2015,348,351,6.5,7.3,11.31,12.1,,,,00 06 24.78,+57 14 38.6,00 06 24.78,+57 14 38.6,8033222352234090621
00064+4938,TDS1292,,1991,1991,120,120,2.0,2.0,12.07,12.2,,X,,00 06 26.95,+49 38 26.3,00 06 26.95,+49 38 26.3,-5563806644680950265
00064+4501,UC  320,,1954,2016,314,313,22.2,22.1,15.8,16.6,,NV,,00 06 21.22,+45 01 11.2,00 06 21.22,+45 01 11.2,6631618913975218263
00064+3436,HU 1001,,1904,2016,177,181,2.0,2.0,8.99,10.71,+33 4835,,,00 06 24.29,+34 36 24.9,00 06 24.29,+34 36 24.9,-6371631115267146138
00064-2039,UC  321,,1996,2016,289,289,10.5,10.5,11.8,16.3,,V,,00 06 21.32,-20 39 21.1,00 06 21.32,-20 39 21.1,-8401747002463450417
00064-3808,LDS3122,,1960,2016,190,191,67.0,67.5,14.42,15.48,,,,00 06 25.37,-38 07 17.7,00 06 25.37,-38 07 17.7,7182844486196763837
00064-0754,OCC9227,,2024,2024,214,214,0.0,0.0,11.8,12.1,,,,00 06 26.60,-07 53 55.1,00 06 26.60,-07 53 55.1,-5101324260671689864
00065+5526,STI1274,AB,1917,2015,199,196,14.6,14.4,12.24,13.2,,,,00 06 51.62,+55 26 42.8,00 06 51.62,+55 26 42.8,-839130778824187852
00065+5526,MRI  42,AC,1998,2015,321,324,5.2,5.0,11.7,15.2,,,,00 06 51.62,+55 26 42.8,00 06 51.62,+55 26 42.8,-8307869604681200132
00065+5213,A  1252,,1906,2018,189,188,0.6,0.6,10.52,10.54,+51 3782,,,00 06 28.64,+52 13 33.6,00 06 28.64,+52 13 33.6,5058847094825729467
00065+1250,TDS1293,,1991,2015,53,5,0.4,0.4,9.36,9.42,+12 5066,,,00 06 31.78,+12 49 53.3,00 06 31.78,+12 49 53.3,-4147903248866632914
00065+0747,GRV   5,,1919,2015,71,70,67.5,67.0,13.54,13.56,,,,00 06 33.18,+07 47 24.7,00 06 33.18,+07 47 24.7,-8010001357077505121
00065+0550,LDS3123,,1955,2015,131,131,23.5,23.2,11.05,16.93,,V,,00 06 31.78,+05 49 31.4,00 06 31.78,+05 49 31.4,-3307175556750105710
00065+0155,HJ 1000,AB,1827,2017,220,205,4.0,7.3,10.36,10.75,+01 4830,W,,00 06 28.06,+01 55 23.4,00 06 28.06,+01 55 23.4,8683279614007049999
00065-0018,WAA  61,,2002,2016,335,339,1.3,1.3,17.3,18.0,,,,00 06 32.74,-00 17 53.4,00 06 32.74,-00 17 53.4,-511913671250805462
00065-0113,SLE 247,,1975,2015,229,232,17.5,17.9,11.0,11.0,,,,00 06 33.46,-01 12 39.6,00 06 33.46,-01 12 39.6,-6507912711239757192
00065-0737,CLZ   2,,1954,2016,299,299,48.4,48.6,14.6,16.5,,V,,00 06 29.73,-07 37 07.7,00 06 29.73,-07 37 07.7,1111472107060652986
00065-4911,SKF 402,,1903,2016,85,86,10.4,10.3,10.16,9.96,-49    1,V,,00 06 27.33,-49 10 55.9,00 06 27.33,-49 10 55.9,4566787466273251219
00065-5200,TDS1294,,1991,1991,224,224,2.3,2.3,12.2,13.42,,X,,00 06 31.77,-52 00 17.3,00 06 31.77,-52 00 17.3,-6717042544430692479
00065-5224,TDS1295,,1991,1991,288,288,2.8,2.8,12.42,13.23,,X,,00 06 31.16,-52 23 53.3,00 06 31.16,-52 23 53.3,446900511289357741
00066+7356,SKF2456,,2000,2016,5,5,7.8,7.7,10.1,15.5,,V,,00 06 35.15,+73 56 21.7,00 06 35.15,+73 56 21.7,-3989509840518965108
00066+5631,STI1275,,1917,2015,166,169,8.3,9.7,8.07,12.8,+55 3087,,,00 06 35.88,+56 30 52.2,00 06 35.88,+56 30 52.2,4328631245824985084
00066+5501,ES  610,,1908,2015,203,204,4.2,4.2,10.1,11.9,+54 3111,,,00 06 35.60,+55 01 18.9,00 06 35.60,+55 01 18.9,-3802682837162933146
00066+5100,TDS1296,,1991,1991,205,205,0.7,0.7,11.42,11.79,,X,,00 06 34.14,+51 00 11.4,00 06 34.14,+51 00 11.4,-2107871131768433560
00066+4503,TDS1297,,1991,2019,24,21,2.0,1.9,11.95,12.35,,,,00 06 33.01,+45 02 51.8,00 06 33.01,+45 02 51.8,124624032628665845
00066+4328,COU1351,,1975,2015,42,42,0.9,0.9,10.78,11.39,+42 4836,,,00 06 37.58,+43 28 42.0,00 06 37.58,+43 28 42.0,56601513541238274
00066+3537,GRV   6,,1932,2015,269,270,35.3,34.4,10.94,12.71,,,,00 06 41.29,+35 37 20.1,00 06 41.29,+35 37 20.1,239435085406151149
00066+2901,STT 549,AB,1853,2019,244,260,143.1,193.6,6.15,10.34,+28 4704,NL U,,00 06 36.78,+29 01 17.4,00 06 36.78,+29 01 17.4,-3218440577518289690
00066+2901,ENG   1,"A,CD",1886,2019,182,200,156.4,139.7,6.14,10.7,,NU,,00 06 36.78,+29 01 17.4,00 06 36.78,+29 01 17.4,-6184668450233622696
00066+2901,LAF  21,AE,2005,2005,83,83,10.2,10.2,4.6,17.2,+28 4704,N  K,,00 06 36.78,+29 01 17.4,00 06 36.78,+29 01 17.4,3384927729967075093
00066+2901,BU 1338,CD,1907,2019,210,211,3.3,3.3,11.4,11.5,,NU,,00 06 33.49,+28 59 01.8,00 06 33.49,+28 59 01.8,2991819856433415970
00066+1554,GWP  12,,1954,2016,192,192,25.2,25.2,13.22,15.3,,N,,00 06 36.48,+15 53 47.3,00 06 36.48,+15 53 47.3,-3344984437277406345
00066-0356,SLW   6,,1954,2016,3,3,8.5,8.7,17.0,17.9,,V R,,00 06 33.79,-03 55 44.5,00 06 33.79,-03 55 44.5,-3802470894046695483
00066-0435,ZHN  10,,1996,2015,191,191,20.1,20.1,17.1,18.3,,V R,,00 06 33.94,-04 35 11.2,00 06 33.94,-04 35 11.2,-7716444792553588137
00066-1101,RST3341,AB,1938,1950,101,95,0.4,0.4,11.0,11.8,-11 6201,,,00 06 37.28,-11 01 07.4,00 06 37.28,-11 01 07.4,-2162024590005820891
00066-1101,GAL   3,"AB,C",1901,2016,12,13,7.4,7.2,10.56,10.8,,,,00 06 37.28,-11 01 07.4,00 06 37.28,-11 01 07.4,-7825514558359207302
00066-2324,B     3,,1925,2016,52,51,6.6,6.5,9.66,13.1,-24    2,,,00 06 36.78,-23 24 16.7,00 06 36.78,-23 24 16.7,-5697276103310224419
00067+6638,KPP 729,,1999,2016,354,353,6.4,6.4,12.0,13.3,,V,,00 06 43.17,+66 38 07.4,00 06 43.17,+66 38 07.4,4933353249243339212
00067+5716,MRI  53,,1998,2015,308,307,6.6,6.6,13.0,15.3,,V,,00 06 43.93,+57 16 20.6,00 06 43.93,+57 16 20.6,320110225407439822
00067+3555,LDS3124,,1954,1991,350,315,11.5,13.9,17.97,21.2,,V U,,00 06 40.34,+35 55 31.8,00 06 40.34,+35 55 31.8,1094265660520985569
00067+2850,FYM 562,,1992,2016,288,289,15.8,16.0,9.1,14.7,+28 4705,V,,00 06 40.89,+28 49 42.4,00 06 40.89,+28 49 42.4,-5582320180736991646
00067+0839,LSC   3,,2011,2018,16,16,0.6,0.6,11.0,15.0,,,,00 06 43.81,+08 39 25.9,00 06 43.81,+08 39 25.9,5877320330785535743
00067+0827,SLW   7,,1955,2015,23,23,174.2,174.1,19.5,19.6,,V R,,00 06 41.05,+08 27 14.5,00 06 41.05,+08 27 14.5,4337592495195295243
00067-0054,GWP  13,,1951,2016,91,91,81.7,81.6,15.1,17.1,,V,,00 06 44.42,-00 54 12.2,00 06 44.42,-00 54 12.2,8867912196172047864
00067-0706,JNN  11,,2008,2023,7,198,0.2,0.1,15.0,16.5,,NV,,00 06 39.23,-07 05 35.2,00 06 39.23,-07 05 35.2,-883570027675782694
00067-0813,LDS5261,,1954,2015,26,26,83.5,81.4,16.5,18.8,,,,00 06 43.97,-08 13 16.8,00 06 43.97,-08 13 16.8,206780743917471984
00067-3634,KPP2667,,2015,2016,209,209,2.2,2.2,15.16,15.62,,T,,00 06 44.95,-36 33 36.5,00 06 44.95,-36 33 36.5,5920083741733714906
00067-4803,CPO 105,,1904,2016,45,68,1.9,3.6,11.9,12.8,-48    4,,,00 06 40.83,-48 02 46.6,00 06 40.83,-48 02 46.6,-278835590859631266
00068+5430,ES  611,,1899,2019,295,291,10.4,9.9,8.36,10.1,+53 3289,,,00 06 47.25,+54 29 58.4,00 06 47.25,+54 29 58.4,8215592591790170017
00068+0427,BU 1155,,1890,2012,90,76,0.4,0.7,9.88,10.34,+03 4933,,,00 06 49.45,+04 27 27.6,00 06 49.45,+04 27 27.6,-611166381334067741
00068-0853,BUG  15,AB,1996,2016,113,113,27.2,27.5,17.53,22.0,,NV,,00 06 47.47,-08 52 35.1,00 06 47.47,-08 52 35.1,-7654602148074598672
00068-1210,HU    1,,1899,2015,104,113,1.1,0.9,10.17,10.94,-12 6613,,,00 06 45.39,-12 09 49.5,00 06 45.39,-12 09 49.5,-6347830025492642861
00068-2106,RSS  41,,1920,2024,223,5,35.4,17.2,10.0,11.9,-21    1,NL T,,00 06 45.50,-21 05 33.0,00 06 45.50,-21 05 33.0,5925684113467654912
00068-2916,LDS2087,,1954,2015,79,79,68.0,67.0,18.3,21.0,,U,,00 06 49.77,-29 15 35.4,00 06 49.77,-29 15 35.4,2902274904072998942
00068-4055,RST1179,,1931,2015,108,106,1.0,1.3,9.18,13.7,-41    4,S,,00 06 49.74,-40 54 47.8,00 06 49.74,-40 54 47.8,7645221181659320032
00069+6626,MLR 102,,1970,1991,104,85,0.2,0.2,9.5,9.5,+65 2001,,,00 06 55.30,+66 25 42.0,00 06 55.30,+66 25 42.0,-2690061524460485375
00069+5243,TDS   4,,1991,2015,178,182,0.8,0.8,11.35,11.77,,,,00 06 52.02,+52 42 55.6,00 06 52.02,+52 42 55.6,2611378824908985940
00069+2328,CRB   8,,1991,2015,161,160,8.1,8.1,12.6,15.1,,V,,00 06 55.74,+23 28 21.0,00 06 55.74,+23 28 21.0,-7838655744115086957
00069+0702,PLQ   1,,1912,2016,304,293,7.7,21.0,12.94,13.96,,,,00 06 54.41,+07 01 58.1,00 06 54.41,+07 01 58.1,4875696873965999508
